gene_id	Ctrl_18M_A	Ctrl_18M_B	Ctrl_18M_C	MCAO_18M_A	MCAO_18M_B	MCAO_18M_C
ENSMUSG00000000184.12	25.9734491911674	35.6464246132251	35.0825879941556	51.4093055179926	43.7673339007897	42.0873228519733
ENSMUSG00000000194.13	7.0771940858751	8.61376671651038	8.24307691962862	12.8013450583748	13.1707008018977	11.1197080826325
ENSMUSG00000000197.7	7.14113034427979	7.26150831074115	9.94485120427274	8.66013206232686	6.41850324155183	5.1840807935914
ENSMUSG00000000202.9	29.7683387062544	39.9287686963969	35.9206004953561	38.302916128925	39.5488917248584	24.1088541148756
ENSMUSG00000000204.15	0	0	0	0.551222529207098	0.627475837973499	0.84068777204428
ENSMUSG00000000214.10	0.248598679798519	0	0.368397654475606	0.477675013819284	1.01503400422529	0.323789816942423
ENSMUSG00000000215.10	0	0	0	0	0	0
ENSMUSG00000000216.8	0	0	0.142460366373327	0	0	0
ENSMUSG00000000223.13	10.2525200437776	16.8387543297395	14.2891279908134	8.5170019329734	9.68166852606064	6.49563170111673
ENSMUSG00000000244.16	0.172196333650929	0	0	2.39288549596249	0.668813383056019	3.6241384159694
ENSMUSG00000000247.11	16.8697745240615	17.7571006125645	20.0314289907281	13.8496818663171	14.2226959914375	11.1856262049742
ENSMUSG00000000248.16	0	0	0	0	0	0
ENSMUSG00000000253.12	15.4091629041235	15.1714629558742	19.0242521475777	15.0388148545488	13.5242967225963	9.30200587146589
ENSMUSG00000000263.15	0.76077988818116	0.349545132883261	0.7263126776555	0.355257979413125	0.107841026941447	0.660577489099313
ENSMUSG00000000266.11	2.28329768197231	0.637376394743193	1.60782458107167	2.37739707253461	1.95112913891845	2.19197731974736
ENSMUSG00000000275.16	0.716542292908215	0.46778273805608	1.33330979459984	2.12571581580529	2.46382080660768	7.89255656466885
ENSMUSG00000000276.11	7.66131099819313	9.02233762727712	10.2113140635513	6.06165939765787	6.31707730543709	7.05595571620975
ENSMUSG00000000278.10	5.97707073844076	5.14923808203117	3.98315365606488	15.0392647724406	17.4311380977429	14.828041918502
ENSMUSG00000000282.12	7.10016369422812	6.60934098823204	5.97675313946478	6.02397877421315	6.40019576045057	4.64377191746395
ENSMUSG00000000290.13	0.920584038290847	0.692145490530516	0.359649230303648	5.36015304461646	8.15186053384671	11.3506412379029
ENSMUSG00000000295.12	6.12492476162279	9.73375206230772	13.7353425395101	13.3673980060929	15.2925752237401	13.2704366379448
ENSMUSG00000000296.7	7.78391441914398	10.9910611161205	10.4410877132949	13.132315907587	10.8519524608384	6.42899447198585
ENSMUSG00000000301.16	3.63241432114608	7.51039750730542	1.78364082093442	0	1.05933063604908	0.788494601781667
ENSMUSG00000000303.12	1.43548419137625	3.09992633071475	2.44356819059909	5.70026285100744	5.86090967429629	6.81373657938689
ENSMUSG00000000305.12	2.81271636109217	2.7500187222649	2.82662042291964	3.6029705980215	2.25102311505339	2.01627556092385
ENSMUSG00000000308.14	169.658043663318	151.548788967656	192.949010240516	70.2150298024156	104.300335188326	84.0543950686444
ENSMUSG00000000317.11	0.38361755042817	0.264389999046004	0.251160328183746	3.6854742914445	1.79001334197234	4.66326770152622
ENSMUSG00000000318.16	9.42134868451659	19.1387099159824	11.6449370113927	14.9106444951002	15.9739871427703	42.0631528737813
ENSMUSG00000000320.10	0.144542704369113	0	0	0	0.223440689649196	0.500480347601057
ENSMUSG00000000325.15	3.58223245582666	3.97404738666724	4.50169213905175	5.08277866427412	3.82108265755254	4.80449228484616
ENSMUSG00000000326.12	24.6561752265326	24.3437628197718	32.5374543628179	36.8451821592426	38.2778294655423	39.5678523153192
ENSMUSG00000000339.14	41.8192855633249	29.8376734649017	34.5272195951734	19.9122410997587	22.2707643161019	30.0223089445836
ENSMUSG00000000340.10	8.09433487602214	4.00400775650756	5.80167912618036	4.01360503396425	6.03471865813928	7.47905018570052
ENSMUSG00000000346.8	88.6688469261458	69.3505575842325	85.1224837826885	88.057086202174	92.3947436008692	96.4541931367755
ENSMUSG00000000355.13	492.690115693803	391.451157679184	384.638697660942	331.659785984161	367.586821562009	376.484364438605
ENSMUSG00000000359.3	0.488431500123287	0.448834568393686	0.319771612377236	0.417102005638481	0.189927039653366	0.282728819280121
ENSMUSG00000000365.8	0.286330880530965	0.225531014433306	0.160684315351077	0.157190063474625	0.238582097386129	0.213101304417558
ENSMUSG00000000374.7	12.440996810235	9.38000157130234	9.67599633516829	9.30514560006942	8.96097647410978	8.51865887578345
ENSMUSG00000000378.15	13.3147087053236	13.6789617910666	9.85223117675056	12.4491437086396	14.8373042855512	9.81422963243807
ENSMUSG00000000381.10	0	0	0	0	0	0
ENSMUSG00000000384.15	6.52742894136209	6.84655398070437	8.06036958087048	6.64674949617603	7.50776100487052	8.31623031462867
ENSMUSG00000000385.7	0	0	0	0	0	0
ENSMUSG00000000386.14	0	0.223654481632814	0	1.45507383014666	1.23044954103637	2.11355472934932
ENSMUSG00000000392.17	2.42230144890709	1.19849177957378	2.6497875788809	1.13754990192792	1.49880483340204	2.23120859013496
ENSMUSG00000000394.15	0.816527378563277	0.492944316324545	0	1.04265097058371	0.834350374417746	0.388004055697531
ENSMUSG00000000399.10	70.9644567420673	53.3121364745314	54.7031541206759	47.4036302868727	53.5539902266351	43.2241108345387
ENSMUSG00000000402.2	1.13186565824274	1.00296347725937	0.79398193209698	0.310685176262207	0.37724619730496	0.210596415768573
ENSMUSG00000000409.14	2.54775611220564	1.56775173398152	0.636626379831518	0.138386307580979	0.63017338927046	1.68863652514044
ENSMUSG00000000411.7	0	0	0	0	0	0
ENSMUSG00000000416.16	34.1802370653826	47.8512656376837	35.4045595520403	26.0866330492001	21.1316155532651	29.145597917439
ENSMUSG00000000420.15	29.0165231240144	36.7219826440022	36.9326317113884	50.4118937914371	51.4863657283825	53.4148527966794
ENSMUSG00000000435.1	0	0	0	0	0	0
ENSMUSG00000000439.9	3.12658111872635	2.0969885154424	1.58189238043007	2.06332345214921	2.03597123705058	2.14243885204814
ENSMUSG00000000440.12	1.99723823971284	1.71659767416679	2.03055955287106	0.993199370292744	1.1622112073969	0.897647022304084
ENSMUSG00000000441.17	74.375226888073	23.0758681963152	64.7872343674602	62.3819593048322	60.9459782081605	64.5518194422523
ENSMUSG00000000486.13	2.37209677364889	4.35961874157155	5.43570162282269	5.06427579097066	3.16868871877128	4.46261693215581
ENSMUSG00000000489.6	3.05365774444172	0.923963050232885	4.53493404030829	4.86563704170685	7.8194365300679	9.1830735986106
ENSMUSG00000000530.16	1.46945047121586	2.27868821450396	3.12674026751277	7.52926344109331	5.6425151242339	11.1012709835654
ENSMUSG00000000531.4	27.9205055655608	44.3352526417551	43.6524204913207	36.6230352001282	29.5736807977387	26.4733171880837
ENSMUSG00000000532.10	8.16723544036799	6.29110027175902	8.11517474717491	4.67706520527378	8.85484289999758	7.04980335812453
ENSMUSG00000000538.18	64.6515780848845	49.9462461026421	55.7908150591438	33.3580372985112	36.7532023659393	34.1052374920512
ENSMUSG00000000544.14	0	0	0	0	0	0
ENSMUSG00000000552.9	2.13015175299295	1.60156781737088	1.9017850003632	1.61237356110743	0.564749675174445	1.00886487732654
ENSMUSG00000000555.6	0	0	0	0.0620411465017351	0.0564993774922461	0.0420543637908024
ENSMUSG00000000560.9	20.8282113002123	17.3287058168284	15.2995762591668	13.6962317453187	15.0571185994541	14.2568514008169
ENSMUSG00000000561.14	13.942643510041	11.1292829936814	9.47686151716485	9.07456268048232	11.9689827975284	11.3535775906254
ENSMUSG00000000562.5	1.3062704501665	0.576945623070628	0.733112317351679	0.894386153289197	1.98969689910511	3.05478561563442
ENSMUSG00000000563.17	283.178546991355	289.370981080848	258.394750842391	205.95047740419	229.692881256308	225.767571501458
ENSMUSG00000000567.5	32.1485558181096	45.5898030319637	47.2826471682249	59.8936321640684	51.9633565625174	43.4122771110414
ENSMUSG00000000568.15	41.9105253184511	31.5422709523905	25.7269802691932	43.0079324832316	43.1608207513806	38.122447669063
ENSMUSG00000000579.14	1.59550731689824	3.64903832111895	2.45409655149441	6.32233057626427	8.19604756986527	9.41121022747864
ENSMUSG00000000581.8	21.2550764945703	22.8765707896579	20.5880989244685	20.4144338266985	16.4732458518773	18.8347651215049
ENSMUSG00000000594.7	9.01993938183881	10.2306964408583	7.99772002940181	10.7618672544951	11.9651220362077	12.3968017898429
ENSMUSG00000000600.15	44.842514849432	58.0445276549834	60.3563879311922	51.2546462426597	48.5148249183412	36.8090790193762
ENSMUSG00000000605.8	38.9730614021626	30.7157304281126	36.866851441177	22.0892250593434	24.1069922164896	21.7170250333014
ENSMUSG00000000606.15	0	0	0	0	0	0
ENSMUSG00000000617.14	0	0	0	0	0	0
ENSMUSG00000000627.15	6.61499629634448	8.0724591779072	6.85448003909767	5.13747180800545	4.8608728596915	4.07034417865694
ENSMUSG00000000628.10	2.44116526827944	2.68127988229614	2.02078397153858	11.9806104639859	21.7566354488759	18.1182151564621
ENSMUSG00000000631.19	37.9630373129154	114.969871901264	57.2316492130778	75.7698285750055	91.9762868899833	57.5415270071556
ENSMUSG00000000632.13	11.6822470066054	13.2894769831424	14.3475563484717	16.9142413471027	13.085863685393	12.1707226053994
ENSMUSG00000000673.8	0	0	0	0	0.231231207831565	0.172112616937946
ENSMUSG00000000682.7	13.5839800326399	16.0493274541826	16.5167926709974	145.83272989023	172.044491378755	222.979035174519
ENSMUSG00000000686.11	0	0.226685162299317	0	0	0.191842475431171	0.142794233639218
ENSMUSG00000000690.5	0	0	0	0	0	0
ENSMUSG00000000693.10	0.524998112983996	1.04089830956468	0.272432682624873	0.923093726777791	2.16314471495358	2.51967028853995
ENSMUSG00000000701.7	0	0	0	0	0	0
ENSMUSG00000000706.15	0	0	0	0.160901042486565	0	0.0545330638538577
ENSMUSG00000000708.14	8.02312224714613	6.5808561826451	6.24099987199293	7.75585333939001	9.77509895002095	12.3027386267801
ENSMUSG00000000711.2	88.1097753266099	66.5110587209938	66.0873620610491	56.0389606254098	63.7718064135184	51.4377086302002
ENSMUSG00000000724.10	0	0	0	0	0	0
ENSMUSG00000000730.13	0.221902383647364	1.22354108664905	0.871722251437661	1.98983780047153	0.517730583916145	1.15611397752474
ENSMUSG00000000731.15	0	0	0	0	0	0
ENSMUSG00000000732.8	0.158404076067275	0	0.155564359025268	0.811635005025668	0.554350527746177	0.412621478113867
ENSMUSG00000000751.13	10.0697211943823	9.33057016881419	8.30540988156151	11.7348428155479	8.40390597774285	12.4618010535095
ENSMUSG00000000753.15	0.783455248323903	1.0261715367663	1.53731305613122	4.21980802778525	3.3527100390109	12.7152062959419
ENSMUSG00000000759.14	23.7549545452735	27.215275011812	29.4399423447803	21.2803570493528	23.3900612933092	26.9069785323378
ENSMUSG00000000766.18	0.271871660337338	0	0.611295699307886	1.00451761726028	0.144370803313539	0.23522981833578
ENSMUSG00000000776.12	13.6049423663801	10.9057350092947	12.9136519877096	10.8484764486815	9.48945242856618	13.0623151480424
ENSMUSG00000000782.15	0.891467151436194	0.245760358797437	0.525292393083438	1.14193097740008	0.311979404475526	0.619240833834492
ENSMUSG00000000787.12	139.086338913177	125.498022849113	128.395348597228	109.857576454405	117.18008403547	117.467092772336
ENSMUSG00000000791.8	0.302934234970058	0	0	0.0970115770452616	0	0.263035280850824
ENSMUSG00000000792.2	4.97181392639891	4.29600909125747	4.80980411059249	4.84780904524121	4.06852009600142	4.3813978153554
ENSMUSG00000000794.9	1.04754643854285	1.13452606918986	0.783822925660061	1.94889246032387	1.57114304648269	0.887917107942678
ENSMUSG00000000804.14	18.0051848467909	22.4808629498826	18.3570924658513	20.2824672850372	14.1662292436054	19.0617232142462
ENSMUSG00000000805.18	71.2701099217401	68.3080393617375	86.1042631097466	27.8330737061265	43.579028380891	44.6838976165785
ENSMUSG00000000811.13	0.794267159306359	0.851525676385555	1.38671493162384	2.0348464615802	1.0294906872609	0.920370796842241
ENSMUSG00000000817.10	0	0	0	0	0	0.303652829326463
ENSMUSG00000000823.16	3.08390372326606	6.15608614257497	2.31666503401382	2.26116922112859	1.93255514074538	8.06454293841492
ENSMUSG00000000826.16	80.3760655827242	101.211839112706	102.64993578173	73.0275790240134	77.2154754948565	61.6893749175355
ENSMUSG00000000827.18	21.4667527264631	11.5172601598684	11.598187289943	11.1895423305927	15.120833615314	11.541164586659
ENSMUSG00000000838.17	30.1161902726731	27.1776802008347	29.8592124199937	21.1437507294316	24.6348703756447	21.5366490803482
ENSMUSG00000000861.15	48.524951366326	51.0509946436492	52.8926137421851	40.5713459000337	35.0166070157626	28.5653186889462
ENSMUSG00000000869.12	0	0	0	0	0.69462568600192	0
ENSMUSG00000000876.11	5.46158893191643	2.37706664947534	3.9887467378636	3.19638542310565	3.68533330789013	7.37755625248289
ENSMUSG00000000881.12	81.9768670864136	65.4197827231697	63.6531402970785	38.5093159618237	51.2975620457328	41.8937632745517
ENSMUSG00000000884.16	1.53546699603743	1.74860458747158	0.780604265379667	1.28048319220368	1.52909811029367	1.53586828033527
ENSMUSG00000000889.8	0	0	0	0.110258284576858	0	0
ENSMUSG00000000901.15	11.9690591768447	6.14364007887257	2.94120121124018	3.83630926469636	22.5999502619989	15.3981737511919
ENSMUSG00000000902.13	18.5892561392313	15.1222240182887	14.1702310318218	21.8666563022054	16.523834279247	16.6531748998235
ENSMUSG00000000903.3	0.4774348286367	0	0	0	0	0.829108155219589
ENSMUSG00000000915.15	8.29047753960472	6.71869313040082	7.6585119301248	6.01154979245004	6.50834689370455	5.41683169102336
ENSMUSG00000000916.15	31.1287234551863	37.774124111628	38.4881416305037	29.9811223212898	29.5228681971312	32.5080214125233
ENSMUSG00000000934.8	2.61579815959101	2.13060571843239	2.33537899323972	0.609225381430552	1.3870146212516	3.20044469082099
ENSMUSG00000000938.11	0	0	0	0	0	0
ENSMUSG00000000942.10	0	0	0	0	0	0
ENSMUSG00000000948.16	16.4718095221397	7.24793953510683	9.46817289323854	10.2637519084505	8.16254612485684	4.14575051557812
ENSMUSG00000000957.9	2.53480006697772	4.19278374848858	2.78446124973873	23.1617730738424	25.8240097705499	48.6409824759393
ENSMUSG00000000958.9	0.236892619215826	4.67333653283313e-08	1.6146840210135e-08	0.758766840743263	0.890423573676465	1.31424955550362
ENSMUSG00000000959.6	9.74102997654006	11.9356788581523	10.0345515727428	11.9189435929305	14.2312145744805	15.4970109843273
ENSMUSG00000000976.13	7.30406173699643	7.13287760082715	6.25640722940072	2.10701610342414	6.49738731318134	4.14263438615833
ENSMUSG00000000982.5	1.07475869550925	1.48145047164919	0.703662455201444	7.34249127622776	7.10454807416683	13.3758656833144
ENSMUSG00000000983.13	0	3.48842635988718	1.24268428115306	0.810414602743951	1.47611102927774	4.94427865458774
ENSMUSG00000001014.5	2.29347091466888	0.39516893804802	0.563089665993647	1.46892286525601	2.00656718066958	1.24462603567877
ENSMUSG00000001016.12	17.1165780616779	6.72786729075878	12.5694136324753	15.2966178065944	15.8122336975028	14.2225939523878
ENSMUSG00000001017.15	130.408297703735	87.3546868993026	98.5835190777557	78.6628006197764	95.9304537264801	82.3363290981567
ENSMUSG00000001018.15	31.5427238440715	25.9280376656427	20.5878175115478	25.0360466517984	29.2857427276291	24.4779955999891
ENSMUSG00000001020.8	34.7680491877832	32.8893648832729	29.4581990080101	452.350260480242	388.880788355843	419.682707279864
ENSMUSG00000001021.12	3.16900760486003	3.82212842353689	2.33414077638868	7.28006516872978	3.3349505369358	4.8899661168159
ENSMUSG00000001023.10	0	0	0	0	0	0
ENSMUSG00000001025.8	138.346840697879	136.902530653533	105.856284246844	999.855343105704	845.237721342047	1113.3271235684
ENSMUSG00000001027.7	0	0	0	0	0	0
ENSMUSG00000001029.15	2.62102163557199	2.83865843316399	2.20632654547268	8.6333900676284	5.89665285168446	16.0932503885023
ENSMUSG00000001034.17	1.79519920695523	2.57349312133529	3.24394874898026	2.11560109919852	2.76430510560262	2.43167958280808
ENSMUSG00000001036.17	14.7478571589687	23.6671203771468	25.9065217125935	25.4099284199484	28.4777227454184	12.6015474728739
ENSMUSG00000001039.12	4.96268995088629	12.3130704546955	5.84842884763003	2.54277282965458	11.5783235681513	5.0861624191311
ENSMUSG00000001052.15	14.1370526182762	12.0000904455606	18.2386176262407	26.8917892365827	15.6827362903662	17.3919172993881
ENSMUSG00000001053.15	5.5122041860727	4.89367676884293	3.48659703984543	7.89864603032456	8.39195007171753	11.5193117303433
ENSMUSG00000001054.9	30.8946934832876	27.7449384238071	22.678961748582	17.7886005302297	15.6535937694295	23.1674234767046
ENSMUSG00000001056.3	26.7127193070775	41.1332782119258	41.1232218666171	37.3004428260859	38.4604061138038	42.0006305334996
ENSMUSG00000001076.6	0	0	0	0	0.701662234860567	0.522269283313277
ENSMUSG00000001082.12	6.63627796922767	6.41007565905853	7.83052557789672	11.9202371068696	8.90849502828617	12.1050042349436
ENSMUSG00000001089.14	15.2485809351013	18.7229536488514	15.0966775433491	10.430446487391	15.1745355598777	9.72899550273139
ENSMUSG00000001095.5	0	0.126159460564431	0	0	0	0
ENSMUSG00000001098.15	0.66970664560805	1.0091961323557	2.31317199613575	0.935795471262852	1.06337073596013	2.4443838027503
ENSMUSG00000001100.10	27.7350607632668	20.604683001713	22.9356103322515	26.8081045086936	26.3886772488704	32.0649717296327
ENSMUSG00000001103.7	0	0	0.691308427983142	0.901700131019027	0	0.305606402770408
ENSMUSG00000001105.15	140.622132091339	187.516309193409	194.267078007798	150.575145669299	167.978487004646	159.441755560671
ENSMUSG00000001119.7	1.76458142612875	1.14461443783524	1.42719969792664	2.52627490295681	2.05844834037817	2.25318129758219
ENSMUSG00000001120.15	12.8917212005585	16.5367768975375	14.5007505071725	9.10032047979229	13.2260217754023	11.3037794454746
ENSMUSG00000001123.15	0.306843858477216	0.211483642741151	0.301329568385951	4.52035317955928	4.65353752270252	6.12820808222182
ENSMUSG00000001127.12	73.8058908160854	18.4728134304201	64.6982375312919	35.5252355439476	56.2562740697314	59.6243399212674
ENSMUSG00000001128.7	2.9615512116418	3.14490858620413	3.60095973315244	4.51621955892765	4.93537309911173	12.3675980641266
ENSMUSG00000001131.11	0.320237854529745	0.441418254146276	0	29.5373908004259	45.2052806817091	54.5037003266328
ENSMUSG00000001134.9	0.300299687040789	2.06967133026465	0.294916519689571	2.54956096584828	1.40124214942173	2.68933954040977
ENSMUSG00000001138.13	9.46005715062888	8.89733167302903	9.58636631992845	6.81257235920105	9.47637565635099	8.44047598764848
ENSMUSG00000001143.13	18.1925456839426	24.1055233478188	29.3459152526547	23.9098740485613	17.4506411694467	17.2949177836028
ENSMUSG00000001150.6	5.59817484534038	8.3482934608375	7.20181393645961	5.787125124008	5.91941888940766	5.17351391882814
ENSMUSG00000001151.9	6.29022838797271	8.83972051217976	10.0133400738457	6.83501201405843	8.67884200004994	7.85360494692148
ENSMUSG00000001155.13	0	0	0	0	0	0
ENSMUSG00000001156.9	10.6748688702569	14.4210102230966	13.1964367963882	9.11702368152823	10.0103064929314	10.7582969955027
ENSMUSG00000001157.13	44.4294268580981	58.5154251167135	53.823386977368	40.8907876032666	42.208831734115	37.876353345654
ENSMUSG00000001158.13	108.765315390246	93.4048211129883	100.437326692803	84.5271991417143	101.485217482116	82.2188749892569
ENSMUSG00000001166.17	0.290475446407574	0.400391152405625	0.570536555407413	0.969280610365818	0.790649047081471	0.5044334374227
ENSMUSG00000001168.16	0	0	0	0	0	0
ENSMUSG00000001173.15	12.967062428354	10.6086012771418	13.4899504726682	10.8607648311034	12.3525930239781	13.095334134779
ENSMUSG00000001175.13	5117.22728613132	5665.78180316462	5085.97571563488	3585.64875918423	4035.24282423096	3593.19684884598
ENSMUSG00000001211.14	29.588368289268	38.0811056312981	43.6724711619199	39.2075322902807	33.8140421347165	28.0018186188676
ENSMUSG00000001225.12	0	0	0	0.129413257624851	0	0
ENSMUSG00000001227.11	12.3073989987914	6.54909947371371	9.21658974214146	7.99259451012219	4.87469687603327	6.1136062193637
ENSMUSG00000001228.14	0.126709209931531	0	0	5.19750772670282	3.69973021139561	6.11372607049523
ENSMUSG00000001229.7	11.5615596205122	8.68497873047773	11.1740628418477	7.36574640726416	8.06363591063492	7.17055337314137
ENSMUSG00000001240.13	9.86493356400146	8.56160872790186	5.02346687062656	12.2875669457192	10.6553774392722	34.2624422262419
ENSMUSG00000001247.16	5.03285332257835	5.32152624735488	5.97270782872986	17.6914463854525	15.8380883442826	23.3739669267086
ENSMUSG00000001248.14	28.1682215007285	68.3644957331711	60.0784926720106	60.9858078466005	50.2885333934715	36.0120689946993
ENSMUSG00000001249.14	1.51109001446159	0	0	0	1.76274142216585	1.96809340852978
ENSMUSG00000001260.10	15.7339308124952	9.69051161418701	12.4950502681829	8.38272956211627	9.5679628781324	8.66126174711599
ENSMUSG00000001270.8	792.704678499823	799.367687777035	872.499654631068	606.877372432318	641.220148275099	465.561720429686
ENSMUSG00000001280.12	9.17988267257506	6.7432003280004	9.0508375318549	10.3641679579438	12.6885290751518	13.0733614273318
ENSMUSG00000001281.9	0.163656748769891	0.338378960783245	0.321446019255343	1.46746063210741	1.5272922703211	2.84202988197944
ENSMUSG00000001285.12	15.4814932199998	11.5722088895649	10.0374360551798	14.3391362929431	14.7713973535867	8.86193249167499
ENSMUSG00000001288.14	0.552007361495234	0.221618202963153	0.631627782827757	0.514911343345777	0.965205275051044	1.91719862552542
ENSMUSG00000001289.12	300.416017728575	355.951006391945	309.479638335292	306.995849548814	295.48274497435	326.923924031942
ENSMUSG00000001300.15	3.92636600222396	3.04432322034943	3.08479215402238	1.94893745211306	4.52299397378864	2.7699993519297
ENSMUSG00000001305.5	7.78138251593922	4.732391180452	7.80811807408676	3.93489752275397	7.62951198122829	7.29330090701705
ENSMUSG00000001313.12	17.3030265012783	15.1988892044968	13.9941017200847	10.6476162298265	8.70708782803475	7.21743514075833
ENSMUSG00000001323.17	10.9322334095291	16.2437811607907	14.2651375393245	12.8782247781493	10.4564859609136	12.9461194760237
ENSMUSG00000001333.9	2.71837445429166	0.690021961105003	1.73836148199535	1.17139497534439	2.41217378339208	0.795174304845626
ENSMUSG00000001334.9	33.8848483581614	41.3722554660054	50.2652723613907	28.7342873634249	35.4275912853827	25.5812252657261
ENSMUSG00000001348.14	0	0	0.346185029113223	1.80649063555789	8.6269583495276	6.42887462085432
ENSMUSG00000001349.4	0.280151668115042	0.772326368959702	0	0.358862946521791	0.435745449161315	0.0810844840293221
ENSMUSG00000001366.14	75.0957928541823	43.5862433957471	67.7673971975699	38.7517092260726	48.7878181059191	34.7949807540085
ENSMUSG00000001376.17	85.987766721762	42.6450900219624	56.8788277637624	36.488059832565	50.3348625293196	43.5612920179108
ENSMUSG00000001380.6	30.9330141804406	37.3279263124001	36.7212202547198	26.7061418664469	30.6651553852996	32.3681950924045
ENSMUSG00000001383.8	213.880584376668	279.754151446879	248.421125166978	192.271848696391	200.486346406097	175.112690512037
ENSMUSG00000001403.13	0.264223487863883	0	0.25948698474082	37.0611427473437	31.1309375575358	67.1060468070502
ENSMUSG00000001415.10	6.42359810002846	5.86687554891297	5.69840058428704	5.03927722810323	5.82389618189292	6.70728879939935
ENSMUSG00000001416.13	339.612616530797	359.364050664975	339.086739954962	408.064279985396	370.956892572894	395.810359397875
ENSMUSG00000001418.13	103.394031005966	57.4575097020093	52.8180393182021	87.5846724157029	111.501277754822	117.383596484037
ENSMUSG00000001419.17	9.20588600278603	17.2327941403589	17.9644510882582	15.0562772927272	12.8405683467737	17.0596500124087
ENSMUSG00000001420.13	0	0	5.40741962429332e-86	2.31393615388532e-115	2.56327152741449e-110	2.82561027695979e-42
ENSMUSG00000001424.14	3.57203641319131	3.40056613184368	4.84564908136541	6.6268687493287	5.31980529410065	6.31917088512686
ENSMUSG00000001435.14	0.208096440100441	0.114735385494912	0.326984929066829	0.799689684996326	1.16521512878576	3.39694062096502
ENSMUSG00000001436.15	3.93587774669587	3.04340901206201	4.02684301200204	2.70529723213478	2.57562596364064	4.09599232080443
ENSMUSG00000001440.5	9.31256808646736	6.810210191594	8.58713939178754	9.24269137270321	10.7390687814494	13.3943826831358
ENSMUSG00000001441.13	241.32687131496	348.51865340265	314.857439249683	285.101720135335	315.269769446243	294.849763715558
ENSMUSG00000001444.2	0.265452943564209	0.609834667179063	0.347591038418222	0.566719388595446	0.206439391281201	0.537807982516188
